"","value","group","gsm"
"GSM119959",7.06297231835558,"low","GSM119959"
"GSM119960",4.67797459090016,"low","GSM119960"
"GSM119961",7.23192274176984,"low","GSM119961"
"GSM119962",6.48261013053171,"low","GSM119962"
"GSM119963",4.91453884810841,"low","GSM119963"
"GSM119964",4.9383537246883,"low","GSM119964"
"GSM119965",5.70047012579616,"low","GSM119965"
"GSM119966",5.29513015290078,"low","GSM119966"
"GSM119967",7.12157452006608,"low","GSM119967"
"GSM119968",4.8526516754783,"low","GSM119968"
"GSM119969",7.22142446705954,"low","GSM119969"
"GSM119970",5.49130895858403,"low","GSM119970"
"GSM119971",5.01226783919886,"low","GSM119971"
"GSM119972",5.03089965861805,"low","GSM119972"
"GSM119973",4.79691800363636,"low","GSM119973"
"GSM119974",6.80923978657704,"low","GSM119974"
"GSM119975",6.29557851262992,"low","GSM119975"
"GSM119976",7.1543893160961,"low","GSM119976"
"GSM119977",6.89972280868884,"low","GSM119977"
"GSM120649",2169.6,"high","GSM120649"
"GSM120651",779.2,"high","GSM120651"
"GSM120652",256.6,"low","GSM120652"
"GSM120653",902.5,"high","GSM120653"
"GSM120654",922.5,"high","GSM120654"
"GSM120655",1009.6,"high","GSM120655"
"GSM120656",472.4,"low","GSM120656"
"GSM120657",46.6,"low","GSM120657"
"GSM120658",818.1,"high","GSM120658"
"GSM120659",148.1,"low","GSM120659"
"GSM120660",480.9,"low","GSM120660"
"GSM120661",126,"low","GSM120661"
"GSM120662",490.8,"low","GSM120662"
"GSM120663",688.7,"high","GSM120663"
"GSM120664",538.5,"high","GSM120664"
"GSM120665",626.8,"high","GSM120665"
"GSM120666",248.7,"low","GSM120666"
"GSM120667",549.6,"high","GSM120667"
"GSM120668",647.4,"high","GSM120668"
"GSM120669",425.7,"low","GSM120669"
"GSM120670",427.2,"low","GSM120670"
"GSM120671",337.5,"low","GSM120671"
"GSM120672",898.3,"high","GSM120672"
"GSM120673",340,"low","GSM120673"
"GSM120674",335.5,"low","GSM120674"
"GSM120675",1316.1,"high","GSM120675"
"GSM120676",522.2,"low","GSM120676"
"GSM120677",405.1,"low","GSM120677"
"GSM120678",852.3,"high","GSM120678"
"GSM120679",796.7,"high","GSM120679"
"GSM120680",631.1,"high","GSM120680"
"GSM120681",508.7,"low","GSM120681"
"GSM120682",641.6,"high","GSM120682"
"GSM120683",630.4,"high","GSM120683"
"GSM120684",260.1,"low","GSM120684"
"GSM120685",657,"high","GSM120685"
"GSM120686",130.9,"low","GSM120686"
"GSM120687",1785.1,"high","GSM120687"
"GSM120688",329.6,"low","GSM120688"
"GSM120689",1046.7,"high","GSM120689"
"GSM120690",470.5,"low","GSM120690"
"GSM120691",677.1,"high","GSM120691"
"GSM120692",235.8,"low","GSM120692"
"GSM120693",652.3,"high","GSM120693"
"GSM120694",549,"high","GSM120694"
"GSM120695",390.4,"low","GSM120695"
"GSM120696",262.5,"low","GSM120696"
"GSM120697",1083.1,"high","GSM120697"
"GSM120698",343.2,"low","GSM120698"
"GSM120699",38.5,"low","GSM120699"
"GSM120700",71,"low","GSM120700"
"GSM120701",709.6,"high","GSM120701"
"GSM120702",784.5,"high","GSM120702"
"GSM120703",519.5,"low","GSM120703"
"GSM120704",462.2,"low","GSM120704"
"GSM120705",639.3,"high","GSM120705"
"GSM120706",611.4,"high","GSM120706"
"GSM120707",86.3,"low","GSM120707"
"GSM151259",7.513279932,"high","GSM151259"
"GSM151260",7.322054845,"high","GSM151260"
"GSM151261",6.210017296,"low","GSM151261"
"GSM151262",7.238025602,"high","GSM151262"
"GSM151263",7.563198183,"high","GSM151263"
"GSM151264",7.052502759,"low","GSM151264"
"GSM151265",7.851868069,"high","GSM151265"
"GSM151266",6.546098071,"low","GSM151266"
"GSM151267",6.682941626,"low","GSM151267"
"GSM151268",6.844816126,"low","GSM151268"
"GSM151269",7.376791343,"high","GSM151269"
"GSM151270",7.811642478,"high","GSM151270"
"GSM151271",7.58109377,"high","GSM151271"
"GSM151272",6.956633293,"low","GSM151272"
"GSM151273",7.208916688,"high","GSM151273"
"GSM151274",7.872906925,"high","GSM151274"
"GSM151275",7.550476332,"high","GSM151275"
"GSM151276",7.122384225,"low","GSM151276"
"GSM151277",6.412228429,"low","GSM151277"
"GSM151278",7.511869536,"high","GSM151278"
"GSM151279",6.569900755,"low","GSM151279"
"GSM151280",7.352697634,"high","GSM151280"
"GSM151281",7.208131419,"low","GSM151281"
"GSM151282",6.646441268,"low","GSM151282"
"GSM151283",5.87942754,"low","GSM151283"
"GSM151284",6.962022802,"low","GSM151284"
"GSM151285",7.571279172,"high","GSM151285"
"GSM151286",7.442796988,"high","GSM151286"
"GSM151287",7.655420141,"high","GSM151287"
"GSM151288",7.301057111,"high","GSM151288"
"GSM151289",5.775662833,"low","GSM151289"
"GSM151290",7.372679081,"high","GSM151290"
"GSM151291",7.854765324,"high","GSM151291"
"GSM151292",6.996303458,"low","GSM151292"
"GSM151293",7.198041143,"low","GSM151293"
"GSM151294",7.120912983,"low","GSM151294"
"GSM151295",6.667618445,"low","GSM151295"
"GSM151296",6.527348805,"low","GSM151296"
"GSM151297",8.901751333,"high","GSM151297"
"GSM151298",6.001466208,"low","GSM151298"
"GSM151299",7.450288906,"high","GSM151299"
"GSM151300",7.37376198,"high","GSM151300"
"GSM151301",8.007892534,"high","GSM151301"
"GSM151302",6.942841884,"low","GSM151302"
"GSM151303",8.145779542,"high","GSM151303"
"GSM151304",7.154474564,"low","GSM151304"
"GSM151305",6.971017833,"low","GSM151305"
"GSM151306",7.388503613,"high","GSM151306"
"GSM151307",8.046044147,"high","GSM151307"
"GSM151308",8.598753545,"high","GSM151308"
"GSM151309",7.560271162,"high","GSM151309"
"GSM151310",7.616157506,"high","GSM151310"
"GSM151311",7.734946143,"high","GSM151311"
"GSM151312",7.340025789,"high","GSM151312"
"GSM151313",6.287287987,"low","GSM151313"
"GSM151314",7.462931217,"high","GSM151314"
"GSM151315",6.823649092,"low","GSM151315"
"GSM151316",6.218103529,"low","GSM151316"
"GSM151317",7.424180774,"high","GSM151317"
"GSM151318",5.885897857,"low","GSM151318"
"GSM151319",7.272383884,"high","GSM151319"
"GSM151320",8.119572769,"high","GSM151320"
"GSM151321",8.03277512,"high","GSM151321"
"GSM151322",7.561322151,"high","GSM151322"
"GSM151323",6.89941924,"low","GSM151323"
"GSM151324",7.733989877,"high","GSM151324"
"GSM151325",7.067435891,"low","GSM151325"
"GSM151326",6.535749816,"low","GSM151326"
"GSM151327",6.941482296,"low","GSM151327"
"GSM151328",7.696102085,"high","GSM151328"
"GSM151329",6.724377178,"low","GSM151329"
"GSM151330",6.588053731,"low","GSM151330"
"GSM151331",7.23263298,"high","GSM151331"
"GSM151332",7.800812303,"high","GSM151332"
"GSM151333",6.932376174,"low","GSM151333"
"GSM151334",6.139720873,"low","GSM151334"
"GSM151335",6.513701422,"low","GSM151335"
"GSM151336",7.376740579,"high","GSM151336"
"GSM151337",7.84110993,"high","GSM151337"
"GSM151338",6.468321344,"low","GSM151338"
"GSM151339",7.18624782,"low","GSM151339"
"GSM151340",7.151991039,"low","GSM151340"
"GSM151341",7.14420459,"low","GSM151341"
"GSM151342",6.677591336,"low","GSM151342"
"GSM151343",6.790795994,"low","GSM151343"
"GSM151344",6.975146008,"low","GSM151344"
"GSM151345",6.624427804,"low","GSM151345"
"GSM177885",7.187136236,"low","GSM177885"
"GSM177886",5.102999525,"low","GSM177886"
"GSM177887",9.760686087,"high","GSM177887"
"GSM177888",7.860372021,"low","GSM177888"
"GSM177889",9.78449142,"high","GSM177889"
"GSM177890",9.239276396,"high","GSM177890"
"GSM177891",9.203819455,"high","GSM177891"
"GSM177892",9.106242998,"high","GSM177892"
"GSM177893",6.378971029,"low","GSM177893"
"GSM177894",9.584122336,"high","GSM177894"
"GSM177895",8.20650595,"low","GSM177895"
"GSM177896",9.065445332,"high","GSM177896"
"GSM177897",9.21336782,"high","GSM177897"
"GSM177898",8.587691499,"low","GSM177898"
"GSM177899",8.389416019,"low","GSM177899"
"GSM177900",9.028310072,"high","GSM177900"
"GSM177901",8.941819494,"high","GSM177901"
"GSM177902",8.91505386,"high","GSM177902"
"GSM177903",9.121274135,"high","GSM177903"
"GSM177904",7.755461902,"low","GSM177904"
"GSM177905",8.4943645,"low","GSM177905"
"GSM177906",7.908979606,"low","GSM177906"
"GSM177907",8.913735086,"high","GSM177907"
"GSM177908",5.731665125,"low","GSM177908"
"GSM177909",6.602465345,"low","GSM177909"
"GSM177910",7.079653073,"low","GSM177910"
"GSM177911",9.408427417,"high","GSM177911"
"GSM177912",8.921444523,"high","GSM177912"
"GSM177913",8.699164604,"low","GSM177913"
"GSM177914",8.321672375,"low","GSM177914"
"GSM177915",10.73712773,"high","GSM177915"
"GSM177916",7.953839476,"low","GSM177916"
"GSM177917",6.325079995,"low","GSM177917"
"GSM177918",8.414724453,"low","GSM177918"
"GSM177919",9.225125576,"high","GSM177919"
"GSM177920",8.103363667,"low","GSM177920"
"GSM177921",8.68335546,"low","GSM177921"
"GSM177922",8.199159645,"low","GSM177922"
"GSM177923",8.174211987,"low","GSM177923"
"GSM177924",8.97034746,"high","GSM177924"
"GSM177925",9.039513948,"high","GSM177925"
"GSM177926",5.675959462,"low","GSM177926"
"GSM177927",9.481614298,"high","GSM177927"
"GSM177928",9.188470507,"high","GSM177928"
"GSM177929",8.674913789,"low","GSM177929"
"GSM177930",8.774918903,"low","GSM177930"
"GSM177931",8.804054208,"low","GSM177931"
"GSM177932",9.849176603,"high","GSM177932"
"GSM177933",8.775110732,"low","GSM177933"
"GSM177934",8.802700334,"low","GSM177934"
"GSM177935",8.885492375,"high","GSM177935"
"GSM177936",7.840380539,"low","GSM177936"
"GSM177937",9.251200311,"high","GSM177937"
"GSM177938",8.777412381,"low","GSM177938"
"GSM177939",8.905510546,"high","GSM177939"
"GSM177940",7.930110407,"low","GSM177940"
"GSM177941",8.249573929,"low","GSM177941"
"GSM177942",7.165270444,"low","GSM177942"
"GSM177943",6.558220404,"low","GSM177943"
"GSM177944",9.145676615,"high","GSM177944"
"GSM177945",8.945379776,"high","GSM177945"
"GSM177946",9.089003006,"high","GSM177946"
"GSM177947",9.014450429,"high","GSM177947"
"GSM177948",8.482744184,"low","GSM177948"
"GSM177949",8.193687639,"low","GSM177949"
"GSM177950",4.946798871,"low","GSM177950"
"GSM177951",8.363212611,"low","GSM177951"
"GSM177952",8.203993195,"low","GSM177952"
"GSM177953",7.335970966,"low","GSM177953"
"GSM177954",6.535227993,"low","GSM177954"
"GSM177955",8.62706495,"low","GSM177955"
"GSM177956",6.699283418,"low","GSM177956"
"GSM177957",7.563136082,"low","GSM177957"
"GSM177958",8.033004649,"low","GSM177958"
"GSM177959",6.137499099,"low","GSM177959"
"GSM177960",9.182875136,"high","GSM177960"
"GSM177961",9.589522789,"high","GSM177961"
"GSM177962",6.77954805,"low","GSM177962"
"GSM177963",8.817463829,"low","GSM177963"
"GSM177964",9.441312949,"high","GSM177964"
"GSM177965",9.256392069,"high","GSM177965"
"GSM177966",7.682065669,"low","GSM177966"
"GSM177967",9.050594469,"high","GSM177967"
"GSM177968",9.046911278,"high","GSM177968"
"GSM177969",9.078377612,"high","GSM177969"
"GSM177970",9.236048001,"high","GSM177970"
"GSM177971",8.25663862,"low","GSM177971"
"GSM177972",9.83667064,"high","GSM177972"
"GSM177973",8.456619262,"low","GSM177973"
"GSM177974",9.588283153,"high","GSM177974"
"GSM177975",8.484382919,"low","GSM177975"
"GSM177976",9.901385685,"high","GSM177976"
"GSM177977",7.349680471,"low","GSM177977"
"GSM177978",7.528968112,"low","GSM177978"
"GSM177979",8.696948178,"low","GSM177979"
"GSM177980",9.895341108,"high","GSM177980"
"GSM177981",6.534512087,"low","GSM177981"
"GSM177982",9.247874348,"high","GSM177982"
"GSM177983",4.89237817,"low","GSM177983"
"GSM177984",9.255742927,"high","GSM177984"
"GSM177985",8.557002644,"low","GSM177985"
"GSM177986",9.941910375,"high","GSM177986"
"GSM177987",8.155285921,"low","GSM177987"
"GSM177988",9.451117969,"high","GSM177988"
"GSM177989",8.44748276,"low","GSM177989"
"GSM177990",7.83092339,"low","GSM177990"
"GSM177991",10.22386731,"high","GSM177991"
"GSM177992",8.682491673,"low","GSM177992"
"GSM177993",6.628524418,"low","GSM177993"
"GSM177994",10.43369055,"high","GSM177994"
"GSM177995",8.436934381,"low","GSM177995"
"GSM177996",8.938674606,"high","GSM177996"
"GSM177997",9.150925009,"high","GSM177997"
"GSM177998",8.673012844,"low","GSM177998"
"GSM177999",8.177156341,"low","GSM177999"
"GSM178000",9.018989013,"high","GSM178000"
"GSM178001",9.159964639,"high","GSM178001"
"GSM178002",9.658167427,"high","GSM178002"
"GSM178003",9.240459177,"high","GSM178003"
"GSM178004",8.90433119,"high","GSM178004"
"GSM178005",9.952408883,"high","GSM178005"
"GSM178006",9.091837418,"high","GSM178006"
"GSM178007",9.33375345,"high","GSM178007"
"GSM178008",9.395023716,"high","GSM178008"
"GSM178009",8.419734371,"low","GSM178009"
"GSM178010",7.221883822,"low","GSM178010"
"GSM178011",9.318496109,"high","GSM178011"
"GSM178012",8.28316794,"low","GSM178012"
"GSM178013",9.284830648,"high","GSM178013"
"GSM178014",9.291733951,"high","GSM178014"
"GSM178015",8.92925496,"high","GSM178015"
"GSM178016",10.13240742,"high","GSM178016"
"GSM178017",6.886408075,"low","GSM178017"
"GSM178018",8.832961011,"low","GSM178018"
"GSM178019",9.132243669,"high","GSM178019"
"GSM178020",8.920877617,"high","GSM178020"
"GSM178021",8.795765041,"low","GSM178021"
"GSM178022",9.209398217,"high","GSM178022"
"GSM178023",6.068938462,"low","GSM178023"
"GSM178024",10.00634015,"high","GSM178024"
"GSM178025",8.857659933,"high","GSM178025"
"GSM178026",9.95187251,"high","GSM178026"
"GSM178027",9.331156121,"high","GSM178027"
"GSM178028",9.68787846,"high","GSM178028"
"GSM178029",10.19438443,"high","GSM178029"
"GSM178030",9.109306952,"high","GSM178030"
"GSM178031",8.755290319,"low","GSM178031"
"GSM178032",8.713745085,"low","GSM178032"
"GSM178033",9.513943713,"high","GSM178033"
"GSM178034",8.234287011,"low","GSM178034"
"GSM178035",9.514339235,"high","GSM178035"
"GSM178036",8.514005082,"low","GSM178036"
"GSM178037",8.631869388,"low","GSM178037"
"GSM178038",9.247593046,"high","GSM178038"
"GSM178039",9.741075854,"high","GSM178039"
"GSM178040",8.156891779,"low","GSM178040"
"GSM178041",9.272109988,"high","GSM178041"
"GSM178042",9.043750721,"high","GSM178042"
"GSM178043",8.91601571,"high","GSM178043"
"GSM178044",8.23994636,"low","GSM178044"
"GSM178045",9.844009279,"high","GSM178045"
"GSM178046",9.043190236,"high","GSM178046"
"GSM178047",7.790490609,"low","GSM178047"
"GSM178048",10.03663613,"high","GSM178048"
"GSM178049",9.183251755,"high","GSM178049"
"GSM178050",9.402339196,"high","GSM178050"
"GSM178051",9.043199328,"high","GSM178051"
"GSM178052",8.874542909,"high","GSM178052"
"GSM178053",8.809401711,"low","GSM178053"
"GSM178054",9.260157946,"high","GSM178054"
"GSM178055",9.140325073,"high","GSM178055"
"GSM178056",8.093294881,"low","GSM178056"
"GSM178057",5.858478925,"low","GSM178057"
"GSM178058",7.815170728,"low","GSM178058"
"GSM178059",8.048003384,"low","GSM178059"
"GSM178060",8.947693057,"high","GSM178060"
"GSM178061",8.783937303,"low","GSM178061"
"GSM178062",8.244902734,"low","GSM178062"
"GSM178063",8.989404019,"high","GSM178063"
"GSM178064",9.711284915,"high","GSM178064"
"GSM178065",8.845041096,"low","GSM178065"
"GSM178066",8.494520276,"low","GSM178066"
"GSM178067",6.525464312,"low","GSM178067"
"GSM178068",9.092770262,"high","GSM178068"
"GSM178069",8.383267142,"low","GSM178069"
"GSM178070",9.460676235,"high","GSM178070"
"GSM178071",6.823712806,"low","GSM178071"
"GSM178072",9.41832922,"high","GSM178072"
"GSM178073",8.234166208,"low","GSM178073"
"GSM178074",8.578533186,"low","GSM178074"
"GSM178075",5.66879896,"low","GSM178075"
"GSM178076",8.5795969,"low","GSM178076"
"GSM178077",9.160613371,"high","GSM178077"
"GSM178078",7.367908526,"low","GSM178078"
"GSM178079",7.392789752,"low","GSM178079"
"GSM178080",9.750781476,"high","GSM178080"
"GSM178081",9.636310393,"high","GSM178081"
"GSM178082",9.310861989,"high","GSM178082"
"GSM232194",0.264831023,"high","GSM232194"
"GSM232195",0.232162577,"high","GSM232195"
"GSM232196",-0.136032386,"low","GSM232196"
"GSM232197",-0.054830117,"low","GSM232197"
"GSM232198",-0.538163282,"low","GSM232198"
"GSM232199",-0.261287746,"low","GSM232199"
"GSM232200",0.825941686,"high","GSM232200"
"GSM232201",-0.108394053,"low","GSM232201"
"GSM232202",-0.46194222,"low","GSM232202"
"GSM232203",-0.656134521,"low","GSM232203"
"GSM232204",0,"low","GSM232204"
"GSM232205",-0.31270194,"low","GSM232205"
"GSM232206",1.11832769,"high","GSM232206"
"GSM232207",0.088592556,"high","GSM232207"
"GSM232208",-0.050570177,"low","GSM232208"
"GSM232209",0.90856626,"high","GSM232209"
"GSM232210",-0.686570493,"low","GSM232210"
"GSM232211",-0.000427622,"low","GSM232211"
"GSM232212",-0.343723503,"low","GSM232212"
"GSM232213",0.455170748,"high","GSM232213"
"GSM232214",-0.715723249,"low","GSM232214"
"GSM232215",0.522658807,"high","GSM232215"
"GSM232216",-0.125111212,"low","GSM232216"
"GSM232217",-0.054100711,"low","GSM232217"
"GSM232218",-0.053197,"low","GSM232218"
"GSM232219",-0.286312333,"low","GSM232219"
"GSM232220",-0.182900868,"low","GSM232220"
"GSM232221",-0.296427812,"low","GSM232221"
"GSM232222",-0.057941395,"low","GSM232222"
"GSM232223",-0.61926797,"low","GSM232223"
"GSM232224",0.190440842,"high","GSM232224"
"GSM232225",0.068587892,"high","GSM232225"
"GSM232226",0.068093814,"high","GSM232226"
"GSM232227",-0.3023418,"low","GSM232227"
"GSM232228",-0.62523463,"low","GSM232228"
"GSM232229",0.391243208,"high","GSM232229"
"GSM232230",-0.483682387,"low","GSM232230"
"GSM232231",-0.163129013,"low","GSM232231"
"GSM232232",0.122251641,"high","GSM232232"
"GSM232233",0.385406589,"high","GSM232233"
"GSM232234",0.792817888,"high","GSM232234"
"GSM232235",0.824622927,"high","GSM232235"
"GSM232236",0.534907029,"high","GSM232236"
"GSM232237",0.52059956,"high","GSM232237"
"GSM232238",0.692457637,"high","GSM232238"
"GSM232239",0.649019258,"high","GSM232239"
"GSM232240",1.097487226,"high","GSM232240"
"GSM232241",1.026004895,"high","GSM232241"
"GSM232242",0.443770383,"high","GSM232242"
"GSM232243",0.333876962,"high","GSM232243"
"GSM232244",-1.323265287,"low","GSM232244"
"GSM232245",-0.324854476,"low","GSM232245"
"GSM232246",0.320049836,"high","GSM232246"
"GSM232247",0.842781004,"high","GSM232247"
"GSM232248",0.274437984,"high","GSM232248"
"GSM232249",0.501537858,"high","GSM232249"
"GSM232250",0.767691698,"high","GSM232250"
"GSM232251",0.509490879,"high","GSM232251"
"GSM232252",-0.327695548,"low","GSM232252"
"GSM232253",-0.759721073,"low","GSM232253"
"GSM232254",0.440322449,"high","GSM232254"
"GSM232255",0.441709367,"high","GSM232255"
"GSM232256",0.196919918,"high","GSM232256"
"GSM232257",-0.357674491,"low","GSM232257"
"GSM232258",-0.078037263,"low","GSM232258"
"GSM232259",0.917053376,"high","GSM232259"
"GSM232260",0.498302466,"high","GSM232260"
"GSM232261",-0.097882399,"low","GSM232261"
"GSM232262",0.084871367,"high","GSM232262"
"GSM232263",-0.013906034,"low","GSM232263"
"GSM232264",-0.73805065,"low","GSM232264"
"GSM232265",-0.84188734,"low","GSM232265"
"GSM232266",0.108913989,"high","GSM232266"
"GSM232267",-0.06634315,"low","GSM232267"
"GSM232268",-0.721249444,"low","GSM232268"
"GSM232269",0.575407346,"high","GSM232269"
"GSM232270",-0.513960713,"low","GSM232270"
